epoch,cpu_usage,memory_usage,elapsed_time,total_training_time,average_cpu_usage,average_memory_usage
1,0.0,5212.6015625,2922.946923017502,13710.143930196762,498.0,5167.3421875
2,624.8,5128.20703125,5617.775052785873,13710.143930196762,498.0,5167.3421875
3,620.9,5135.625,8318.13742017746,13710.143930196762,498.0,5167.3421875
4,621.2,5141.2578125,11014.730987548828,13710.143930196762,498.0,5167.3421875
5,623.1,5219.01953125,13710.139930725098,13710.143930196762,498.0,5167.3421875
